trans_id,date,store_id,product_id,customer_id,quantity,total_revenue,cost,gross_profit,shipping_cost_total,allocated_marketing_dzd,net_profit
5699,2025-09-02 20:03:00,7,P120,C0861,1,1500.0,1029.0,471.0,542.6666666666666,60.200305484113706,-131.87
5700,2025-06-29 17:45:00,3,P125,C0762,3,13500.0,9258.0,4242.0,488.0,199.4284940411701,3554.57
5701,2025-10-06 19:45:00,5,P136,C1143,1,2500.0,1606.0,894.0,488.0,232.1303469875546,173.87
5702,2024-09-19 20:17:00,1,P118,C0670,1,3500.0,2473.0,1027.0,0.0,0.0,1027.0
5703,2025-02-18 16:42:00,1,P125,C0965,5,22500.0,15430.0,7070.0,0.0,0.0,7070.0
5704,2023-01-12 20:53:00,2,P137,C0522,2,4400.0,2844.0,1556.0,542.6666666666666,572.2255537286004,441.11
5705,2025-02-03 20:21:00,2,P125,C0950,5,22500.0,15430.0,7070.0,542.6666666666666,0.0,6527.33
5706,2025-01-22 16:09:00,6,P120,C0523,5,7500.0,5145.0,2355.0,0.0,0.0,2355.0
5707,2023-04-10 11:35:00,1,P112,C0299,1,38000.0,25796.0,12204.0,0.0,2313.6359260685404,9890.36
5708,2025-03-09 11:25:00,6,P118,C0588,1,3500.0,2473.0,1027.0,0.0,80.39759967410718,946.6
5709,2025-03-02 15:43:00,4,P136,C0292,3,7500.0,4818.0,2682.0,488.0,366.9057341889434,1827.09
5710,2025-06-19 11:25:00,1,P137,C0191,2,4400.0,2844.0,1556.0,0.0,289.9788583509514,1266.02
5711,2025-10-14 19:34:00,2,P136,C0420,5,12500.0,8030.0,4470.0,542.6666666666666,1160.651734937773,2766.68
5712,2023-07-19 17:26:00,9,P120,C1126,3,4500.0,3087.0,1413.0,488.0,-238.08584264205925,1163.09
5713,2025-09-19 12:07:00,11,P127,C0444,1,9500.0,6907.0,2593.0,992.3333333333334,228.73211009174312,1371.93
5714,2023-08-04 11:54:00,6,P127,C0125,1,9500.0,6907.0,2593.0,0.0,0.0,2593.0
5715,2025-05-17 20:49:00,4,P113,C0729,1,58000.0,37157.0,20843.0,488.0,1591.3491081760505,18763.65
5716,2025-03-14 16:14:00,5,P112,C0610,1,38000.0,25796.0,12204.0,488.0,872.8882250331638,10843.11
5717,2023-04-24 15:35:00,3,P125,C0398,1,4500.0,3086.0,1414.0,488.0,88.99139483690215,837.01
5718,2025-06-16 12:00:00,1,P125,C1140,5,22500.0,15430.0,7070.0,0.0,332.3808234019502,6737.62
5719,2023-07-23 09:06:00,4,P137,C0372,1,2200.0,1422.0,778.0,488.0,239.12933142619852,50.87
5720,2024-10-12 13:14:00,6,P118,C0422,1,3500.0,2473.0,1027.0,0.0,196.63155141253685,830.37
5721,2025-12-27 11:38:00,6,P119,C0609,1,2800.0,1695.0,1105.0,0.0,166.29459101280176,938.71
5722,2024-02-16 13:57:00,9,P135,C0448,1,12000.0,8606.0,3394.0,488.0,1132.403792526492,1773.6
5723,2023-04-30 09:30:00,6,P118,C0030,1,3500.0,2473.0,1027.0,0.0,213.09804582210245,813.9
5724,2024-03-21 16:36:00,3,P134,C0548,1,28000.0,17855.0,10145.0,488.0,2612.4934657605854,7044.51
5725,2024-01-12 11:14:00,5,P119,C0229,3,8400.0,5085.0,3315.0,488.0,0.0,2827.0
5726,2024-06-25 09:57:00,3,P128,C0755,1,58000.0,37743.0,20257.0,488.0,0.0,19769.0
5727,2023-01-14 09:57:00,5,P133,C0487,1,45000.0,32905.0,12095.0,488.0,5852.30679949705,5754.69
5728,2024-03-13 13:29:00,5,P107,C0161,1,65000.0,40453.0,24547.0,488.0,991.1028236547683,23067.9
5729,2025-06-09 11:02:00,3,P118,C0632,2,7000.0,4946.0,2054.0,488.0,365.2239448751077,1200.78
5730,2024-06-26 18:24:00,12,P119,C1059,3,8400.0,5085.0,3315.0,992.3333333333334,300.4032754295451,2022.26
5731,2024-08-12 16:00:00,1,P120,C0207,2,3000.0,2058.0,942.0,0.0,-83.27588083747597,1025.28
5732,2024-11-02 09:14:00,4,P103,C0279,1,98000.0,63780.0,34220.0,488.0,3191.56337465014,30540.44
5733,2024-03-15 14:16:00,7,P130,C0649,1,130000.0,83075.0,46925.0,542.6666666666666,1757.648057336854,44624.69
5734,2024-11-23 17:07:00,3,P120,C0122,1,1500.0,1029.0,471.0,488.0,103.08334177654909,-120.08
5735,2025-10-15 09:37:00,3,P127,C0609,1,9500.0,6907.0,2593.0,488.0,253.19440636139294,1851.81
5736,2023-03-03 09:08:00,7,P120,C0451,2,3000.0,2058.0,942.0,542.6666666666666,116.52579252167509,282.81
5737,2025-08-16 09:57:00,8,P126,C0849,1,24000.0,17991.0,6009.0,488.0,755.0687485434631,4765.93
5738,2025-09-26 14:12:00,1,P104,C1148,1,310000.0,196558.0,113442.0,0.0,3964.353997682503,109477.65
5739,2024-07-25 19:32:00,1,P120,C0784,1,1500.0,1029.0,471.0,0.0,61.27912876454174,409.72
5740,2023-04-27 09:35:00,1,P136,C0466,2,5000.0,3212.0,1788.0,0.0,0.0,1788.0
5741,2023-12-14 15:54:00,2,P125,C0813,3,13500.0,9258.0,4242.0,542.6666666666666,437.0103092783505,3262.32
5742,2024-12-27 16:34:00,1,P136,C0275,1,2500.0,1606.0,894.0,0.0,299.15604321656883,594.84
5743,2024-06-07 09:13:00,3,P118,C1056,1,3500.0,2473.0,1027.0,488.0,125.16803142897714,413.83
5744,2025-01-14 15:46:00,2,P120,C0420,5,7500.0,5145.0,2355.0,542.6666666666666,0.0,1812.33
5745,2025-11-17 12:08:00,11,P136,C0780,1,2500.0,1606.0,894.0,992.3333333333334,227.38398605150218,-325.72
5746,2024-07-14 10:16:00,1,P137,C0479,3,6600.0,4266.0,2334.0,0.0,490.69458757574506,1843.31
5747,2023-03-20 17:57:00,4,P137,C0941,5,11000.0,7110.0,3890.0,488.0,1280.146985797994,2121.85
5748,2023-02-22 12:46:00,6,P110,C1164,1,24000.0,15039.0,8961.0,0.0,660.709687078904,8300.29
5749,2025-03-27 10:09:00,3,P118,C0678,3,10500.0,7419.0,3081.0,488.0,241.19279902232157,2351.81
5750,2025-11-14 14:31:00,1,P121,C1156,2,1600.0,1052.0,548.0,0.0,77.6853979527888,470.31
5751,2025-09-27 19:37:00,5,P129,C0242,1,68000.0,46007.0,21993.0,488.0,1054.37114380636,20450.63
5752,2025-09-16 16:28:00,1,P118,C0448,5,17500.0,12365.0,5135.0,0.0,702.33689731466,4432.66
5753,2023-04-28 11:59:00,4,P125,C0982,2,9000.0,6172.0,2828.0,488.0,177.9827896738043,2162.02
5754,2024-02-27 15:57:00,3,P116,C0316,1,145000.0,90588.0,54412.0,488.0,9687.99294026805,44236.01
5755,2024-04-25 10:51:00,2,P129,C0170,1,68000.0,46007.0,21993.0,542.6666666666666,1106.056838365897,20344.28
5756,2024-01-30 13:26:00,2,P136,C0130,3,7500.0,4818.0,2682.0,542.6666666666666,795.4578398078356,1343.88
5757,2024-11-19 13:23:00,1,P126,C1170,1,24000.0,17991.0,6009.0,0.0,1086.929422548121,4922.07
5758,2024-01-27 20:31:00,7,P137,C0118,2,4400.0,2844.0,1556.0,542.6666666666666,466.66859935393023,546.66
5759,2024-12-15 17:29:00,2,P132,C0823,1,38000.0,23961.0,14039.0,542.6666666666666,4547.171856891846,8949.16
5760,2023-01-13 17:29:00,10,P120,C0645,1,1500.0,1029.0,471.0,992.3333333333334,63.066806519283524,-584.4
5761,2023-05-30 17:05:00,5,P120,C1082,2,3000.0,2058.0,942.0,488.0,89.83858239471985,364.16
5762,2023-01-20 10:59:00,6,P136,C1009,1,2500.0,1606.0,894.0,0.0,325.1281555276139,568.87
5763,2024-11-08 09:13:00,1,P136,C0303,1,2500.0,1606.0,894.0,0.0,0.0,894.0
5764,2023-10-19 09:34:00,8,P131,C0975,1,360000.0,218747.0,141253.0,488.0,6705.569620253164,134059.43
5765,2025-04-03 17:41:00,2,P118,C0013,1,3500.0,2473.0,1027.0,542.6666666666666,122.06102583302133,362.27
5766,2024-08-02 20:03:00,6,P137,C0428,1,2200.0,1422.0,778.0,0.0,0.0,778.0
5767,2023-07-30 10:43:00,1,P125,C0281,3,13500.0,9258.0,4242.0,0.0,-396.63343742493396,4638.63
5768,2024-05-29 16:45:00,1,P126,C0871,1,24000.0,17991.0,6009.0,0.0,0.0,6009.0
5769,2024-02-20 10:16:00,5,P121,C0328,3,2400.0,1578.0,822.0,488.0,160.3529865975401,173.65
5770,2025-12-10 16:16:00,1,P102,C0147,1,195000.0,141052.0,53948.0,0.0,3449.2313019390585,50498.77
5771,2023-12-11 11:57:00,2,P125,C0826,2,9000.0,6172.0,2828.0,542.6666666666666,291.340206185567,1993.99
5772,2024-02-06 11:02:00,3,P132,C0817,1,38000.0,23961.0,14039.0,488.0,3585.945343000558,9965.05
5773,2024-01-02 11:38:00,8,P120,C0011,2,3000.0,2058.0,942.0,488.0,0.0,454.0
5774,2024-04-05 12:46:00,1,P119,C0292,5,14000.0,8475.0,5525.0,0.0,1028.127810303375,4496.87
5775,2023-01-18 09:28:00,3,P121,C0150,1,800.0,526.0,274.0,488.0,33.63563014361788,-247.64
5776,2024-01-30 15:10:00,12,P134,C0156,1,28000.0,17855.0,10145.0,992.3333333333334,2969.70926861592,6182.96
5777,2025-01-10 13:19:00,2,P132,C0101,1,38000.0,23961.0,14039.0,542.6666666666666,4199.427699351392,9296.91
5778,2023-01-24 13:31:00,7,P120,C0149,2,3000.0,2058.0,942.0,542.6666666666666,126.13361303856705,273.2
5779,2025-09-14 14:11:00,2,P120,C0210,3,4500.0,3087.0,1413.0,542.6666666666666,180.60091645234112,689.73
5780,2024-06-22 12:28:00,1,P120,C0601,3,4500.0,3087.0,1413.0,0.0,160.93032612297063,1252.07
5781,2025-07-06 17:40:00,7,P126,C0837,1,24000.0,17991.0,6009.0,542.6666666666666,309.5340222265549,5156.8
5782,2025-07-02 18:31:00,3,P110,C0779,1,24000.0,15039.0,8961.0,488.0,0.0,8473.0
5783,2023-03-04 19:28:00,4,P120,C0447,1,1500.0,1029.0,471.0,488.0,58.26289626083754,-75.26
5784,2023-05-08 15:52:00,12,P114,C0633,1,75000.0,53367.0,21633.0,992.3333333333334,2245.9645598679963,18394.7
5785,2025-11-30 16:57:00,1,P121,C0259,3,2400.0,1578.0,822.0,0.0,116.5280969291832,705.47
5786,2023-10-12 15:48:00,2,P121,C0216,3,2400.0,1578.0,822.0,542.6666666666666,106.89853556485355,172.43
5787,2025-07-31 17:10:00,6,P136,C0725,1,2500.0,1606.0,894.0,0.0,168.2280693890358,725.77
5788,2025-08-23 10:10:00,3,P135,C1119,1,12000.0,8606.0,3394.0,488.0,-1123.5410205807725,4029.54
5789,2025-08-10 10:15:00,5,P120,C0796,1,1500.0,1029.0,471.0,488.0,72.20843941673418,-89.21
5790,2025-12-11 09:52:00,1,P121,C1183,3,2400.0,1578.0,822.0,0.0,142.53822086811581,679.46
5791,2023-08-28 17:07:00,2,P137,C0529,1,2200.0,1422.0,778.0,542.6666666666666,178.3359511735404,57.0
5792,2024-02-28 20:51:00,2,P126,C0171,1,24000.0,17991.0,6009.0,542.6666666666666,593.5556517973149,4872.78
5793,2024-10-12 18:42:00,1,P127,C1086,1,9500.0,6907.0,2593.0,0.0,188.74615801844152,2404.25
5794,2024-07-16 09:24:00,6,P121,C0202,1,800.0,526.0,274.0,0.0,32.68220200775559,241.32
5795,2024-07-06 09:42:00,7,P116,C0387,1,145000.0,90588.0,54412.0,542.6666666666666,5923.649113905701,47945.68
5796,2024-09-05 16:56:00,4,P125,C1018,2,9000.0,6172.0,2828.0,488.0,0.0,2340.0
5797,2025-11-28 14:25:00,1,P118,C0474,1,3500.0,2473.0,1027.0,0.0,169.9368080217255,857.06
5798,2024-09-03 16:49:00,3,P133,C0861,1,45000.0,32905.0,12095.0,488.0,3816.2333983760304,7790.77
5799,2025-02-12 19:16:00,2,P116,C0707,1,145000.0,90588.0,54412.0,542.6666666666666,8301.50792864923,45567.83
5800,2024-11-27 11:47:00,8,P118,C1167,1,3500.0,2473.0,1027.0,488.0,240.52779747861456,298.47
5801,2023-11-06 19:38:00,1,P120,C0645,5,7500.0,5145.0,2355.0,0.0,465.4938085170643,1889.51
5802,2024-03-28 13:20:00,8,P124,C0529,1,48000.0,33033.0,14967.0,488.0,1238.0627993613623,13240.94
5803,2023-04-23 13:25:00,1,P119,C0927,3,8400.0,5085.0,3315.0,0.0,511.43530997304583,2803.56
5804,2023-04-16 11:01:00,2,P120,C0302,2,3000.0,2058.0,942.0,542.6666666666666,182.65546784751635,216.68
5805,2025-12-19 19:09:00,4,P119,C0073,1,2800.0,1695.0,1105.0,488.0,166.29459101280176,450.71
5806,2024-02-07 18:50:00,6,P124,C1057,1,48000.0,33033.0,14967.0,0.0,1187.1113035946298,13779.89
5807,2025-09-08 15:54:00,4,P120,C0090,2,3000.0,2058.0,942.0,488.0,120.40061096822741,333.6
5808,2025-12-19 19:15:00,3,P119,C0651,5,14000.0,8475.0,5525.0,488.0,831.4729550640088,4205.53
5809,2025-01-31 12:41:00,1,P121,C0938,1,800.0,526.0,274.0,0.0,0.0,274.0
5810,2025-10-19 18:36:00,7,P136,C0639,3,7500.0,4818.0,2682.0,542.6666666666666,696.3910409626637,1442.94
5811,2025-03-08 12:54:00,7,P120,C0088,3,4500.0,3087.0,1413.0,542.6666666666666,103.36834243813782,766.96
5812,2024-12-24 11:11:00,8,P114,C0506,1,75000.0,53367.0,21633.0,488.0,3815.1852257781675,17329.81
5813,2023-11-05 17:29:00,3,P123,C1194,1,9500.0,7113.0,2387.0,488.0,392.2875245794188,1506.71
5814,2025-01-06 10:28:00,11,P113,C1027,1,58000.0,37157.0,20843.0,992.3333333333334,0.0,19850.67
5815,2023-10-13 11:24:00,3,P137,C0655,1,2200.0,1422.0,778.0,488.0,163.8324220006433,126.17
5816,2024-01-09 19:33:00,1,P121,C0798,1,800.0,526.0,274.0,0.0,0.0,274.0
5817,2024-07-22 16:53:00,3,P125,C0982,3,13500.0,9258.0,4242.0,488.0,442.6772360155549,3311.32
5818,2024-11-03 16:33:00,4,P129,C1015,1,68000.0,46007.0,21993.0,488.0,1323.8675958188153,20181.13
5819,2025-12-25 20:36:00,9,P109,C1184,1,42000.0,31127.0,10873.0,488.0,742.9113573407202,9642.09
5820,2025-09-08 20:59:00,8,P121,C0627,1,800.0,526.0,274.0,488.0,32.10682959152731,-246.11
5821,2025-10-07 19:40:00,5,P123,C0161,1,9500.0,7113.0,2387.0,488.0,253.19440636139294,1645.81
5822,2025-02-20 09:35:00,6,P115,C0247,1,230000.0,161913.0,68087.0,0.0,13167.909128202227,54919.09
5823,2024-08-15 09:40:00,2,P137,C0846,2,4400.0,2844.0,1556.0,542.6666666666666,0.0,1013.33
5824,2024-11-19 19:22:00,6,P126,C0722,1,24000.0,17991.0,6009.0,0.0,1086.929422548121,4922.07
5825,2025-09-30 16:30:00,4,P113,C0577,1,58000.0,37157.0,20843.0,488.0,2327.7451453857298,18027.25
5826,2023-07-20 17:05:00,12,P120,C1052,1,1500.0,1029.0,471.0,992.3333333333334,-79.36194754735308,-441.97
5827,2025-09-05 11:04:00,4,P137,C0815,1,2200.0,1422.0,778.0,488.0,182.81545465156998,107.18
5828,2025-05-20 18:53:00,5,P119,C0469,1,2800.0,1695.0,1105.0,488.0,76.8237500498783,540.18
5829,2023-07-18 14:46:00,8,P125,C0312,2,9000.0,6172.0,2828.0,488.0,-264.4222916166226,2604.42
5830,2025-01-15 11:29:00,1,P137,C1146,2,4400.0,2844.0,1556.0,0.0,486.24952308279285,1069.75
5831,2023-07-01 20:10:00,2,P127,C0499,1,9500.0,6907.0,2593.0,542.6666666666666,-279.11241892865723,2329.45
5832,2024-11-09 18:51:00,5,P118,C0256,2,7000.0,4946.0,2054.0,488.0,481.0555949572291,1084.94
5833,2023-06-15 13:54:00,6,P127,C0243,1,9500.0,6907.0,2593.0,0.0,188.02262443438914,2404.98
5834,2024-03-30 14:58:00,7,P118,C0784,2,7000.0,4946.0,2054.0,542.6666666666666,370.434868976477,1140.9
5835,2025-01-27 18:38:00,1,P129,C0014,1,68000.0,46007.0,21993.0,0.0,2105.906331309627,19887.09
5836,2025-01-19 09:13:00,8,P126,C0799,1,24000.0,17991.0,6009.0,488.0,544.40911044263,4976.59
5837,2023-10-16 18:45:00,2,P137,C0908,1,2200.0,1422.0,778.0,542.6666666666666,163.8324220006433,71.5
5838,2023-12-03 20:24:00,4,P101,C0911,1,260000.0,167880.0,92120.0,488.0,3911.368368451737,87720.63
5839,2023-03-25 14:00:00,6,P111,C0027,1,185000.0,117065.0,67935.0,0.0,7185.757205503297,60749.24
5840,2023-05-06 14:06:00,3,P118,C0068,3,10500.0,7419.0,3081.0,488.0,314.43503838151946,2278.56
5841,2023-08-02 13:23:00,1,P121,C0239,2,1600.0,1052.0,548.0,0.0,116.748304900707,431.25
5842,2025-08-08 11:10:00,3,P128,C0356,1,58000.0,37743.0,20257.0,488.0,782.5591216216216,18986.44
5843,2023-08-20 20:39:00,7,P126,C0517,1,24000.0,17991.0,6009.0,542.6666666666666,0.0,5466.33
5844,2025-04-14 13:40:00,3,P137,C0835,1,2200.0,1422.0,778.0,488.0,281.16915578329065,8.83
5845,2025-04-24 11:46:00,5,P136,C0574,2,5000.0,3212.0,1788.0,488.0,639.0208085983877,660.98
5846,2025-11-09 14:32:00,11,P121,C1095,1,800.0,526.0,274.0,992.3333333333334,38.8426989763944,-757.18
5847,2025-12-11 15:28:00,4,P124,C0144,1,48000.0,33033.0,14967.0,488.0,996.7585410133686,13482.24
5848,2025-12-23 16:44:00,1,P118,C0028,5,17500.0,12365.0,5135.0,0.0,1039.341193830011,4095.66
5849,2025-01-21 19:02:00,5,P124,C0825,1,48000.0,33033.0,14967.0,488.0,1088.81822088526,13390.18
5850,2024-03-13 12:14:00,6,P110,C0389,1,24000.0,15039.0,8961.0,0.0,365.9456579648375,8595.05
5851,2024-10-26 15:41:00,3,P121,C0836,5,4000.0,2630.0,1370.0,488.0,224.72177304289926,657.28
5852,2023-02-21 10:45:00,3,P124,C0178,1,48000.0,33033.0,14967.0,488.0,662.1693007144403,13816.83
5853,2024-01-28 10:31:00,4,P132,C0612,1,38000.0,23961.0,14039.0,488.0,4030.319721693034,9520.68
5854,2025-01-25 19:14:00,2,P120,C0657,1,1500.0,1029.0,471.0,542.6666666666666,0.0,-71.67
5855,2024-06-17 09:59:00,5,P136,C0265,2,5000.0,3212.0,1788.0,488.0,388.3828996282528,911.62
5856,2023-06-08 19:08:00,3,P105,C0797,1,85000.0,52017.0,32983.0,488.0,1353.821932054541,31141.18
5857,2023-11-01 12:36:00,2,P119,C0774,2,5600.0,3390.0,2210.0,542.6666666666666,347.56871035940804,1319.76
5858,2024-04-13 13:32:00,3,P118,C0571,1,3500.0,2473.0,1027.0,488.0,257.0319525758438,281.97
5859,2023-03-16 16:42:00,3,P120,C0629,2,3000.0,2058.0,942.0,488.0,116.52579252167509,337.47
5860,2024-05-24 20:09:00,9,P119,C0556,2,5600.0,3390.0,2210.0,488.0,143.33766370562833,1578.66
5861,2025-02-11 13:29:00,10,P137,C0870,1,2200.0,1422.0,778.0,992.3333333333334,261.4791328712579,-475.81
5862,2023-08-23 17:30:00,4,P136,C0785,1,2500.0,1606.0,894.0,488.0,202.65448996993226,203.35
5863,2025-06-25 14:37:00,2,P120,C0516,3,4500.0,3087.0,1413.0,542.6666666666666,234.78682170542638,635.55
5864,2025-05-01 15:00:00,3,P136,C0008,1,2500.0,1606.0,894.0,488.0,263.87668762715,142.12
5865,2023-02-06 14:40:00,6,P115,C0730,1,230000.0,161913.0,68087.0,0.0,12854.759150904885,55232.24
5866,2025-07-06 15:22:00,2,P133,C0452,1,45000.0,32905.0,12095.0,542.6666666666666,3028.1052490026445,8524.23
5867,2023-11-12 16:23:00,10,P136,C1141,2,5000.0,3212.0,1788.0,992.3333333333334,702.9803538366591,92.69
5868,2025-02-05 11:48:00,1,P101,C0998,1,260000.0,167880.0,92120.0,0.0,7610.237446477228,84509.76
5869,2025-03-07 12:51:00,2,P125,C0363,3,13500.0,9258.0,4242.0,542.6666666666666,253.37298810356893,3445.96
5870,2024-02-21 20:07:00,2,P121,C0880,2,1600.0,1052.0,548.0,542.6666666666666,106.90199106502675,-101.57
5871,2023-03-05 11:59:00,6,P137,C0650,1,2200.0,1422.0,778.0,0.0,256.0293971595988,521.97
5872,2024-12-26 15:27:00,7,P132,C0546,1,38000.0,23961.0,14039.0,542.6666666666666,4547.171856891846,8949.16
5873,2025-05-08 14:53:00,5,P121,C0170,1,800.0,526.0,274.0,488.0,21.9496428713938,-235.95
5874,2023-07-06 17:34:00,2,P121,C0564,2,1600.0,1052.0,548.0,542.6666666666666,-84.65274405050995,89.99
5875,2023-10-24 18:07:00,3,P116,C0210,1,145000.0,90588.0,54412.0,488.0,6458.453190376568,47465.55
5876,2023-11-06 19:40:00,3,P125,C0822,1,4500.0,3086.0,1414.0,488.0,185.82040637972472,740.18
5877,2023-10-17 14:48:00,3,P124,C0466,1,48000.0,33033.0,14967.0,488.0,989.1253851623608,13489.87
5878,2025-05-30 09:20:00,2,P135,C0411,1,12000.0,8606.0,3394.0,542.6666666666666,1266.60810061032,1584.73
5879,2025-05-23 16:04:00,6,P120,C0989,2,3000.0,2058.0,942.0,0.0,82.31116076772675,859.69
5880,2024-07-26 15:11:00,5,P121,C0922,1,800.0,526.0,274.0,488.0,32.68220200775559,-246.68
5881,2023-04-16 18:43:00,3,P120,C0633,2,3000.0,2058.0,942.0,488.0,182.65546784751635,271.34
5882,2025-11-26 13:32:00,1,P119,C0504,3,8400.0,5085.0,3315.0,0.0,407.8483392521412,2907.15
5883,2024-03-15 11:28:00,5,P112,C0865,1,38000.0,25796.0,12204.0,488.0,2010.9321458723039,9705.07
5884,2025-08-27 11:09:00,2,P120,C0487,3,4500.0,3087.0,1413.0,542.6666666666666,216.62531825020253,653.71
5885,2024-02-04 18:08:00,4,P137,C0198,1,2200.0,1422.0,778.0,488.0,207.6073619631902,82.39
5886,2025-11-23 18:05:00,4,P136,C0916,1,2500.0,1606.0,894.0,488.0,227.38398605150218,178.62
5887,2025-02-28 12:05:00,7,P136,C0820,3,7500.0,4818.0,2682.0,542.6666666666666,891.4061347883793,1247.93
5888,2024-10-23 12:27:00,4,P126,C0909,1,24000.0,17991.0,6009.0,488.0,476.8323992044838,5044.17
5889,2023-12-03 20:03:00,4,P125,C0108,3,13500.0,9258.0,4242.0,488.0,437.0103092783505,3316.99
5890,2024-12-25 14:46:00,8,P118,C0302,3,10500.0,7419.0,3081.0,488.0,534.1259316089435,2058.87
5891,2024-03-12 15:58:00,6,P137,C0897,3,6600.0,4266.0,2334.0,0.0,615.802031214995,1718.2
5892,2023-08-16 12:01:00,1,P122,C0038,1,68000.0,43059.0,24941.0,0.0,0.0,24941.0
5893,2023-02-11 11:32:00,4,P113,C0592,1,58000.0,37157.0,20843.0,488.0,3241.634916315145,17113.37
5894,2023-09-22 09:55:00,4,P109,C1135,1,42000.0,31127.0,10873.0,488.0,756.8523111612176,9628.15
5895,2024-04-24 10:42:00,4,P127,C0037,1,9500.0,6907.0,2593.0,488.0,161.82329842931935,1943.18
5896,2024-05-01 12:14:00,5,P127,C0995,1,9500.0,6907.0,2593.0,488.0,0.0,2105.0
5897,2025-12-08 09:38:00,3,P120,C0909,2,3000.0,2058.0,942.0,488.0,178.17277608514476,275.83
5898,2023-08-24 10:20:00,3,P108,C0825,1,48000.0,31082.0,16918.0,488.0,919.7687861271677,15510.23
5899,2025-02-03 12:45:00,2,P111,C0194,1,185000.0,117065.0,67935.0,542.6666666666666,10591.57908138005,56800.75
5900,2025-05-21 12:27:00,4,P121,C1108,1,800.0,526.0,274.0,488.0,21.9496428713938,-235.95
5901,2024-09-20 11:31:00,3,P125,C0497,3,13500.0,9258.0,4242.0,488.0,0.0,3754.0
5902,2023-11-01 17:14:00,2,P112,C1116,1,38000.0,25796.0,12204.0,542.6666666666666,2358.501963153126,9302.83
5903,2023-07-10 09:30:00,2,P120,C0444,2,3000.0,2058.0,942.0,542.6666666666666,-158.72389509470617,558.06
5904,2024-09-09 16:32:00,6,P128,C0667,1,58000.0,37743.0,20257.0,0.0,795.2561366061899,19461.74
5905,2024-10-05 17:02:00,10,P136,C0071,3,7500.0,4818.0,2682.0,992.3333333333334,569.620253164557,1120.05
5906,2023-04-03 10:10:00,1,P104,C0187,1,310000.0,196558.0,113442.0,0.0,0.0,113442.0
5907,2025-12-13 16:19:00,1,P118,C0658,1,3500.0,2473.0,1027.0,0.0,207.8682387660022,819.13
5908,2025-12-06 20:16:00,2,P113,C0846,1,58000.0,37157.0,20843.0,542.6666666666666,3444.6736709794654,16855.66
5909,2023-12-07 09:47:00,9,P137,C0320,2,4400.0,2844.0,1556.0,488.0,377.4251497005988,690.57
5910,2024-01-30 20:23:00,1,P126,C0363,1,24000.0,17991.0,6009.0,0.0,447.06113429904246,5561.94
5911,2024-05-18 19:53:00,1,P120,C0563,3,4500.0,3087.0,1413.0,0.0,115.18205119202274,1297.82
5912,2025-12-28 13:21:00,1,P119,C1195,2,5600.0,3390.0,2210.0,0.0,332.5891820256035,1877.41
5913,2025-11-07 13:03:00,2,P121,C0494,2,1600.0,1052.0,548.0,542.6666666666666,77.6853979527888,-72.35
5914,2024-05-23 20:13:00,10,P118,C0982,2,7000.0,4946.0,2054.0,992.3333333333334,179.17207963203538,882.49
5915,2025-03-27 18:56:00,3,P136,C0480,3,7500.0,4818.0,2682.0,488.0,366.9057341889434,1827.09
5916,2023-05-07 20:00:00,11,P105,C1010,1,85000.0,52017.0,32983.0,992.3333333333334,1368.4454098979977,30622.22
5917,2023-04-18 17:15:00,5,P127,C0450,1,9500.0,6907.0,2593.0,488.0,187.8707224334601,1917.13
5918,2024-12-16 18:09:00,2,P126,C0402,1,24000.0,17991.0,6009.0,542.6666666666666,363.47536617842877,5102.86
5919,2024-06-24 12:01:00,6,P128,C0757,1,58000.0,37743.0,20257.0,0.0,0.0,20257.0
5920,2024-09-03 10:39:00,2,P134,C0909,1,28000.0,17855.0,10145.0,542.6666666666666,2374.5452256561966,7227.79
5921,2024-01-27 10:35:00,3,P104,C0576,1,310000.0,196558.0,113442.0,488.0,5770.2359720126215,107183.76
5922,2025-01-24 18:07:00,1,P118,C0579,3,10500.0,7419.0,3081.0,0.0,0.0,3081.0
5923,2025-03-07 20:55:00,2,P125,C0337,2,9000.0,6172.0,2828.0,542.6666666666666,168.91532540237927,2116.42
5924,2025-12-02 20:31:00,1,P120,C0762,3,4500.0,3087.0,1413.0,0.0,267.2591641277171,1145.74
5925,2023-12-18 14:53:00,1,P136,C1083,2,5000.0,3212.0,1788.0,0.0,428.8922155688623,1359.11
5926,2023-10-29 15:04:00,1,P136,C0999,2,5000.0,3212.0,1788.0,0.0,372.34641363782566,1415.65
5927,2023-10-23 19:19:00,6,P118,C0997,1,3500.0,2473.0,1027.0,0.0,155.89369769874477,871.11
5928,2024-10-05 12:50:00,9,P132,C0589,1,38000.0,23961.0,14039.0,488.0,2886.0759493670885,10664.92
5929,2024-04-04 13:42:00,1,P113,C0099,1,58000.0,37157.0,20843.0,0.0,4259.386642685411,16583.61
5930,2025-01-18 14:35:00,8,P123,C0885,1,9500.0,7113.0,2387.0,488.0,215.49527288354102,1683.5
5931,2024-05-04 15:26:00,1,P112,C0965,1,38000.0,25796.0,12204.0,0.0,972.6484322881922,11231.35
5932,2025-01-08 16:03:00,3,P121,C1175,1,800.0,526.0,274.0,488.0,0.0,-214.0
5933,2023-05-07 18:04:00,2,P108,C0428,1,48000.0,31082.0,16918.0,542.6666666666666,772.769172648281,15602.56
