trans_id,date,store_id,product_id,customer_id,quantity,total_revenue,month,unit_cost,city_id,region_name,shipping_cost,subcategory_id,category_id,category,allocated_marketing_dzd,product_total_cost,net_profit
1581,2023-11-13 20:52:00,6,P128,C0024,1,58000.0,2023-11,37743.0,10,South,0.0,10,4,cameras,2235.532629558541,37743.0,18021.47
1582,2024-11-02 15:54:00,3,P110,C0093,1,24000.0,2024-11,15039.0,12,East,0.0,3,1,computers,781.6073570571772,15039.0,8179.39
1583,2025-06-29 17:31:00,6,P125,C0056,2,9000.0,2025-06,3086.0,4,East,0.0,7,3,audio,132.95232936078006,6172.0,2695.05
1584,2025-05-13 14:58:00,3,P121,C0681,1,800.0,2025-05,526.0,1,North,0.0,6,2,smartphones,21.9496428713938,526.0,252.05
1585,2024-09-15 09:41:00,1,P119,C0575,1,2800.0,2024-09,1695.0,8,West,0.0,6,2,smartphones,117.07650785861706,1695.0,987.92
1586,2023-03-23 11:37:00,1,P107,C0368,1,65000.0,2023-03,40453.0,11,East,0.0,2,1,computers,1262.5210708973723,40453.0,23284.48
1587,2023-04-13 14:09:00,2,P128,C0693,1,58000.0,2023-04,37743.0,3,East,0.0,10,4,cameras,1394.0035429583702,37743.0,18863.0
1588,2024-06-13 15:53:00,8,P137,C0093,1,2200.0,2024-06,1422.0,12,East,0.0,15,5,printers,170.8884758364312,1422.0,607.11
1589,2025-09-24 12:47:00,2,P127,C0274,1,9500.0,2025-09,6907.0,2,West,0.0,8,3,audio,228.73211009174312,6907.0,2364.27
1590,2025-06-08 17:41:00,6,P136,C1158,3,7500.0,2025-06,1606.0,10,South,0.0,15,5,printers,494.28214491639443,4818.0,2187.72
1591,2025-12-17 14:22:00,1,P136,C0379,5,12500.0,2025-12,1606.0,7,North,0.0,15,5,printers,1421.3546634595446,8030.0,3048.65
1592,2023-01-09 10:53:00,3,P105,C0381,1,85000.0,2023-01,52017.0,7,North,0.0,2,1,computers,1158.570787525241,52017.0,31824.43
1593,2024-10-11 16:48:00,1,P118,C0492,5,17500.0,2024-10,2473.0,5,South,0.0,6,2,smartphones,983.1577570626844,12365.0,4151.84
1594,2024-03-23 18:16:00,5,P127,C0793,1,9500.0,2024-03,6907.0,2,West,0.0,8,3,audio,245.03326237360298,6907.0,2347.97
1595,2023-12-22 09:36:00,1,P119,C1084,1,2800.0,2023-12,1695.0,8,West,0.0,6,2,smartphones,212.4487969388417,1695.0,892.55
1596,2024-07-07 11:25:00,5,P106,C0127,1,320000.0,2024-07,198987.0,10,South,0.0,2,1,computers,7066.329781390751,198987.0,113946.67
1597,2025-09-15 10:04:00,6,P125,C0838,1,4500.0,2025-09,3086.0,9,South,0.0,7,3,audio,108.34678899082569,3086.0,1305.65
1598,2024-10-06 20:07:00,7,P136,C0134,2,5000.0,2024-10,1606.0,11,East,0.0,15,5,printers,379.746835443038,3212.0,1408.25
1599,2025-07-09 18:46:00,1,P119,C0342,3,8400.0,2025-07,1695.0,10,South,0.0,6,2,smartphones,489.9010913026486,5085.0,2825.1
1600,2024-09-24 10:28:00,4,P132,C0752,1,38000.0,2024-09,23961.0,7,North,0.0,13,5,printers,3222.5970919619813,23961.0,10816.4
1601,2024-03-05 11:24:00,4,P120,C0120,1,1500.0,2024-03,1029.0,7,North,0.0,6,2,smartphones,79.37890049495935,1029.0,391.62
1602,2023-06-12 16:38:00,2,P108,C0942,1,48000.0,2023-06,31082.0,3,East,0.0,3,1,computers,764.5112086896233,31082.0,16153.49
1603,2024-06-04 12:59:00,9,P123,C0953,1,9500.0,2024-06,7113.0,2,West,0.0,7,3,audio,157.86958242628143,7113.0,2229.13
1604,2025-03-16 20:19:00,6,P136,C0308,1,2500.0,2025-03,1606.0,2,West,0.0,15,5,printers,122.30191139631447,1606.0,771.7
1605,2023-09-24 16:35:00,1,P118,C0695,3,10500.0,2023-09,2473.0,5,South,0.0,6,2,smartphones,401.6152299983651,7419.0,2679.38
1606,2023-11-19 16:00:00,10,P100,C0001,1,125000.0,2023-11,87901.0,9,South,0.0,1,1,computers,3132.911392405063,87901.0,33966.09
1607,2023-07-07 14:33:00,4,P125,C0105,2,9000.0,2023-07,3086.0,5,South,0.0,7,3,audio,0.0,6172.0,2828.0
1608,2025-07-10 20:28:00,2,P137,C0409,2,4400.0,2025-07,1422.0,2,West,0.0,15,5,printers,296.081402124703,2844.0,1259.92
1609,2023-07-25 19:50:00,2,P111,C0777,1,185000.0,2023-07,117065.0,9,South,0.0,4,2,smartphones,0.0,117065.0,67935.0
1610,2025-10-13 17:00:00,7,P111,C0007,1,185000.0,2025-10,117065.0,11,East,0.0,4,2,smartphones,0.0,117065.0,67935.0
1611,2025-06-12 13:56:00,5,P120,C0349,3,4500.0,2025-06,1029.0,1,North,0.0,6,2,smartphones,234.78682170542638,3087.0,1178.21
1612,2024-09-16 13:15:00,3,P109,C0786,1,42000.0,2024-09,31127.0,9,South,0.0,3,1,computers,489.8663484486874,31127.0,10383.13
1613,2023-12-05 12:19:00,1,P118,C0329,5,17500.0,2023-12,2473.0,1,North,0.0,6,2,smartphones,1327.8049808677606,12365.0,3807.2
1614,2024-03-06 12:34:00,1,P101,C0377,1,260000.0,2024-03,167880.0,11,East,0.0,1,1,computers,3964.411294619073,167880.0,88155.59
1615,2024-04-22 16:04:00,9,P125,C0319,3,13500.0,2024-04,3086.0,4,East,0.0,7,3,audio,229.95942408376965,9258.0,4012.04
1616,2024-05-06 20:58:00,5,P115,C0360,1,230000.0,2024-05,161913.0,11,East,0.0,5,2,smartphones,5887.082616481163,161913.0,62199.92
1617,2024-07-09 17:25:00,2,P109,C0044,1,42000.0,2024-07,31127.0,7,North,0.0,3,1,computers,927.4557838075359,31127.0,9945.54
1618,2025-07-15 13:34:00,3,P133,C0458,1,45000.0,2025-07,32905.0,11,East,0.0,13,5,printers,3028.1052490026445,32905.0,9066.89
1619,2023-12-02 17:12:00,6,P108,C1012,1,48000.0,2023-12,31082.0,12,East,0.0,3,1,computers,722.0987757141667,31082.0,16195.9
1620,2024-08-21 20:17:00,1,P136,C0040,2,5000.0,2024-08,1606.0,11,East,0.0,15,5,printers,357.64362824171735,3212.0,1430.36
1621,2023-01-14 14:25:00,1,P134,C0299,1,28000.0,2023-01,17855.0,7,North,0.0,14,5,printers,3641.435341909276,17855.0,6503.56
1622,2023-10-05 17:16:00,6,P137,C0998,1,2200.0,2023-10,1422.0,4,East,0.0,15,5,printers,163.8324220006433,1422.0,614.17
1623,2024-10-09 10:35:00,11,P101,C0796,1,260000.0,2024-10,167880.0,10,South,0.0,1,1,computers,2915.026790063322,167880.0,89204.97
1624,2023-10-10 09:33:00,1,P135,C0168,1,12000.0,2023-10,8606.0,5,South,0.0,14,5,printers,893.6313927307816,8606.0,2500.37
1625,2025-07-07 15:58:00,7,P135,C0354,1,12000.0,2025-07,8606.0,2,West,0.0,14,5,printers,807.494733067372,8606.0,2586.51
1626,2023-11-03 20:05:00,5,P118,C0026,2,7000.0,2023-11,2473.0,6,East,0.0,6,2,smartphones,434.46088794926004,4946.0,1619.54
1627,2023-01-10 11:33:00,8,P136,C1167,3,7500.0,2023-01,1606.0,4,East,0.0,15,5,printers,975.3844665828417,4818.0,1706.62
1628,2025-08-18 14:45:00,2,P137,C0799,3,6600.0,2025-08,1422.0,4,East,0.0,15,5,printers,0.0,4266.0,2334.0
1629,2024-11-30 16:27:00,7,P137,C0631,1,2200.0,2024-11,1422.0,2,West,0.0,15,5,printers,0.0,1422.0,778.0
1630,2023-02-04 14:50:00,7,P117,C0690,1,290000.0,2023-02,209699.0,5,South,0.0,5,2,smartphones,16208.174581575726,209699.0,64092.83
1631,2023-01-30 20:03:00,5,P109,C0068,1,42000.0,2023-01,31127.0,10,South,0.0,3,1,computers,572.4702714830604,31127.0,10300.53
1632,2025-02-09 13:14:00,11,P132,C0020,1,38000.0,2025-02,23961.0,5,South,0.0,13,5,printers,4516.457749594456,23961.0,9522.54
1633,2023-12-30 16:17:00,4,P136,C0145,2,5000.0,2023-12,1606.0,12,East,0.0,15,5,printers,428.8922155688623,3212.0,1359.11
1634,2025-07-16 12:01:00,5,P118,C1137,1,3500.0,2025-07,2473.0,7,North,0.0,6,2,smartphones,204.12545470943692,2473.0,822.87
1635,2023-01-17 20:35:00,2,P135,C1184,1,12000.0,2023-01,8606.0,5,South,0.0,14,5,printers,1560.6151465325465,8606.0,1833.38
1636,2025-07-14 15:36:00,3,P119,C0336,1,2800.0,2025-07,1695.0,4,East,0.0,6,2,smartphones,163.30036376754953,1695.0,941.7
1637,2025-01-02 13:51:00,3,P137,C0378,2,4400.0,2025-01,1422.0,3,East,0.0,15,5,printers,486.24952308279285,2844.0,1069.75
1638,2024-06-07 18:41:00,2,P113,C0193,1,58000.0,2024-06,37157.0,9,South,0.0,4,2,smartphones,2074.213092251621,37157.0,18768.79
1639,2024-05-20 13:37:00,9,P113,C0453,1,58000.0,2024-05,37157.0,4,East,0.0,4,2,smartphones,1484.5686598082932,37157.0,19358.43
1640,2023-09-04 13:35:00,1,P136,C1003,1,2500.0,2023-09,1606.0,7,North,0.0,15,5,printers,178.2393430745079,1606.0,715.76
1641,2025-09-26 11:53:00,1,P135,C0340,1,12000.0,2025-09,8606.0,4,East,0.0,14,5,printers,997.1752071903817,8606.0,2396.82
1642,2025-05-08 09:54:00,12,P119,C0667,1,2800.0,2025-05,1695.0,12,East,0.0,6,2,smartphones,76.8237500498783,1695.0,1028.18
1643,2023-09-09 20:16:00,2,P121,C1054,3,2400.0,2023-09,526.0,12,East,0.0,6,2,smartphones,91.79776685676916,1578.0,730.2
1644,2025-09-03 20:49:00,4,P115,C0681,1,230000.0,2025-09,161913.0,1,North,0.0,5,2,smartphones,9230.7135075641,161913.0,58856.29
1645,2023-09-30 20:50:00,6,P134,C0938,1,28000.0,2023-09,17855.0,1,North,0.0,14,5,printers,1996.2806424344885,17855.0,8148.72
1646,2024-07-15 20:03:00,7,P108,C0953,1,48000.0,2024-07,31082.0,2,West,0.0,3,1,computers,1059.9494672086125,31082.0,15858.05
1647,2024-07-14 15:20:00,5,P125,C0761,1,4500.0,2024-07,3086.0,12,East,0.0,7,3,audio,147.55907867185164,3086.0,1266.44
1648,2025-09-23 14:27:00,7,P102,C1019,1,195000.0,2025-09,141052.0,2,West,0.0,1,1,computers,2493.706546929316,141052.0,51454.29
1649,2023-02-18 20:44:00,7,P123,C0893,1,9500.0,2023-02,7113.0,9,South,0.0,7,3,audio,131.05434076639966,7113.0,2255.95
1650,2025-02-09 19:29:00,4,P119,C1135,2,5600.0,2025-02,1695.0,6,East,0.0,6,2,smartphones,320.6099613823151,3390.0,1889.39
1651,2023-06-23 15:11:00,3,P120,C0960,1,1500.0,2023-06,1029.0,12,East,0.0,6,2,smartphones,47.72586313830887,1029.0,423.27
1652,2024-05-20 15:18:00,5,P137,C0616,3,6600.0,2024-05,1422.0,10,South,0.0,15,5,printers,364.10834979723404,4266.0,1969.89
1653,2024-03-23 13:36:00,2,P120,C0615,3,4500.0,2024-03,1029.0,1,North,0.0,6,2,smartphones,238.13670148487807,3087.0,1174.86
1654,2025-07-05 20:50:00,4,P121,C0410,1,800.0,2025-07,526.0,4,East,0.0,6,2,smartphones,46.657246790728436,526.0,227.34
1655,2024-03-23 11:32:00,10,P132,C1193,1,38000.0,2024-03,23961.0,4,East,0.0,13,5,printers,3545.5268463893663,23961.0,10493.47
1656,2023-05-02 12:26:00,7,P124,C0911,1,48000.0,2023-05,33033.0,5,South,0.0,7,3,audio,1030.5736177262372,33033.0,13936.43
1657,2023-11-19 11:51:00,12,P112,C0958,1,38000.0,2023-11,25796.0,6,East,0.0,4,2,smartphones,2358.501963153126,25796.0,9845.5
1658,2025-10-15 18:17:00,10,P137,C0825,1,2200.0,2025-10,1422.0,5,South,0.0,15,5,printers,204.27470534904805,1422.0,573.73
1659,2025-06-12 15:07:00,1,P119,C0865,3,8400.0,2025-06,1695.0,6,East,0.0,6,2,smartphones,438.2687338501292,5085.0,2876.73
1660,2023-04-19 14:00:00,9,P123,C0756,1,9500.0,2023-04,7113.0,10,South,0.0,7,3,audio,187.8707224334601,7113.0,2199.13
1661,2023-11-04 13:21:00,5,P121,C1163,2,1600.0,2023-11,526.0,4,East,0.0,6,2,smartphones,99.30534581697373,1052.0,448.69
1662,2023-06-22 16:42:00,11,P123,C0287,1,9500.0,2023-06,7113.0,10,South,0.0,7,3,audio,188.02262443438914,7113.0,2198.98
1663,2023-09-15 12:25:00,2,P109,C0121,1,42000.0,2023-09,31127.0,9,South,0.0,3,1,computers,756.8523111612176,31127.0,10116.15
1664,2025-04-26 18:37:00,8,P126,C0817,1,24000.0,2025-04,17991.0,12,East,0.0,8,3,audio,541.4323607427056,17991.0,5467.57
1665,2025-02-06 20:58:00,2,P108,C0254,1,48000.0,2025-02,31082.0,6,East,0.0,3,1,computers,1404.966913195796,31082.0,15513.03
1666,2023-10-30 12:06:00,12,P120,C1158,1,1500.0,2023-10,1029.0,10,South,0.0,6,2,smartphones,66.81158472803347,1029.0,404.19
1667,2024-12-12 19:50:00,3,P137,C0012,1,2200.0,2024-12,1422.0,12,East,0.0,15,5,printers,263.25731803058056,1422.0,514.74
1668,2023-06-18 15:21:00,3,P136,C1181,2,5000.0,2023-06,1606.0,9,South,0.0,15,5,printers,580.5673395179712,3212.0,1207.43
1669,2025-09-25 09:26:00,9,P114,C0422,1,75000.0,2025-09,53367.0,2,West,0.0,4,2,smartphones,3010.0152742056853,53367.0,18622.98
1670,2025-07-05 10:39:00,9,P137,C0513,3,6600.0,2025-07,1422.0,8,West,0.0,15,5,printers,444.12210318705456,4266.0,1889.88
1671,2023-01-21 20:40:00,3,P126,C0830,1,24000.0,2023-01,17991.0,10,South,0.0,8,3,audio,666.8622507449004,17991.0,5342.14
1672,2023-11-13 16:58:00,4,P110,C1155,1,24000.0,2023-11,15039.0,4,East,0.0,3,1,computers,601.5189873417721,15039.0,8359.48
1673,2023-04-16 19:45:00,12,P108,C0039,1,48000.0,2023-04,31082.0,9,South,0.0,3,1,computers,0.0,31082.0,16918.0
1674,2024-05-03 09:47:00,2,P120,C0384,1,1500.0,2024-05,1029.0,10,South,0.0,6,2,smartphones,38.394017064007585,1029.0,432.61
1675,2023-12-17 14:26:00,4,P121,C0590,5,4000.0,2023-12,526.0,7,North,0.0,6,2,smartphones,303.4982813412024,2630.0,1066.5
1676,2025-05-20 18:46:00,7,P136,C0079,2,5000.0,2025-05,1606.0,3,East,0.0,15,5,printers,527.7533752543,3212.0,1260.25
1677,2024-11-01 20:47:00,2,P129,C0618,1,68000.0,2024-11,46007.0,11,East,0.0,10,4,cameras,1323.8675958188153,46007.0,20669.13
1678,2025-12-24 10:13:00,8,P108,C0534,1,48000.0,2025-12,31082.0,12,East,0.0,3,1,computers,0.0,31082.0,16918.0
1679,2025-07-08 11:23:00,1,P120,C1041,5,7500.0,2025-07,1029.0,10,South,0.0,6,2,smartphones,437.41168866307913,5145.0,1917.59
1680,2024-06-26 20:28:00,7,P137,C0352,2,4400.0,2024-06,1422.0,9,South,0.0,15,5,printers,341.7769516728624,2844.0,1214.22
1681,2023-08-02 20:33:00,3,P137,C0391,2,4400.0,2023-08,1422.0,3,East,0.0,15,5,printers,356.6719023470808,2844.0,1199.33
1682,2024-10-05 18:11:00,4,P127,C1112,1,9500.0,2024-10,6907.0,7,North,0.0,8,3,audio,188.74615801844152,6907.0,2404.25
1683,2023-02-22 12:56:00,5,P118,C0615,1,3500.0,2023-02,2473.0,1,North,0.0,6,2,smartphones,195.61590012246563,2473.0,831.38
1684,2023-06-27 20:48:00,2,P120,C0025,1,1500.0,2023-06,1029.0,9,South,0.0,6,2,smartphones,47.72586313830887,1029.0,423.27
1685,2025-11-22 13:27:00,1,P119,C1159,3,8400.0,2025-11,1695.0,4,East,0.0,6,2,smartphones,407.8483392521412,5085.0,2907.15
1686,2024-06-03 19:33:00,12,P132,C0640,1,38000.0,2024-06,23961.0,11,East,0.0,13,5,printers,2951.7100371747215,23961.0,11087.29
1687,2023-06-13 16:57:00,2,P136,C0719,2,5000.0,2023-06,1606.0,8,West,0.0,15,5,printers,580.5673395179712,3212.0,1207.43
1688,2024-07-03 14:30:00,2,P119,C1113,3,8400.0,2024-07,1695.0,3,East,0.0,6,2,smartphones,343.1631210814337,5085.0,2971.84
1689,2025-12-12 12:48:00,9,P110,C0362,1,24000.0,2025-12,15039.0,7,North,0.0,3,1,computers,0.0,15039.0,8961.0
1690,2024-01-02 15:57:00,1,P137,C1198,2,4400.0,2024-01,1422.0,12,East,0.0,15,5,printers,466.66859935393023,2844.0,1089.33
1691,2025-09-17 10:46:00,1,P137,C0969,5,11000.0,2025-09,1422.0,9,South,0.0,15,5,printers,914.0772732578499,7110.0,2975.92
1692,2024-12-19 14:42:00,1,P119,C0512,2,5600.0,2024-12,1695.0,11,East,0.0,6,2,smartphones,284.86716352476986,3390.0,1925.13
1693,2024-12-14 12:07:00,3,P115,C0103,1,230000.0,2024-12,161913.0,12,East,0.0,5,2,smartphones,11699.901359053049,161913.0,56387.1
1694,2025-04-09 12:52:00,6,P137,C0889,2,4400.0,2025-04,1422.0,2,West,0.0,15,5,printers,562.3383115665813,2844.0,993.66
1695,2023-11-07 09:04:00,9,P108,C0133,1,48000.0,2023-11,31082.0,1,North,0.0,3,1,computers,1203.0379746835442,31082.0,15714.96
1696,2023-04-30 16:34:00,1,P128,C1115,1,58000.0,2023-04,37743.0,3,East,0.0,10,4,cameras,1394.0035429583702,37743.0,18863.0
1697,2023-11-26 15:03:00,1,P106,C0070,1,320000.0,2023-11,198987.0,3,East,0.0,2,1,computers,8020.2531645569625,198987.0,112992.75
1698,2024-11-20 19:43:00,4,P121,C0361,3,2400.0,2024-11,526.0,12,East,0.0,6,2,smartphones,164.93334684247856,1578.0,657.07
1699,2024-02-22 15:26:00,10,P118,C0116,1,3500.0,2024-02,2473.0,5,South,0.0,6,2,smartphones,233.84810545474602,2473.0,793.15
1700,2024-03-02 13:35:00,4,P123,C0506,1,9500.0,2024-03,7113.0,6,East,0.0,7,3,audio,245.03326237360298,7113.0,2141.97
1701,2024-04-04 20:09:00,3,P121,C0263,1,800.0,2024-04,526.0,5,South,0.0,6,2,smartphones,58.75016058876429,526.0,215.25
1702,2023-03-21 13:38:00,8,P113,C0385,1,58000.0,2023-03,37157.0,9,South,0.0,4,2,smartphones,2252.831988752385,37157.0,18590.17
1703,2023-09-29 13:40:00,3,P135,C0063,1,12000.0,2023-09,8606.0,2,West,0.0,14,5,printers,855.548846757638,8606.0,2538.45
1704,2025-04-05 20:49:00,2,P130,C0843,1,130000.0,2025-04,83075.0,11,East,0.0,12,4,cameras,1782.7689873417721,83075.0,45142.23
1705,2025-10-12 20:10:00,8,P137,C0847,1,2200.0,2025-10,1422.0,2,West,0.0,15,5,printers,204.27470534904805,1422.0,573.73
1706,2024-06-01 15:04:00,7,P127,C0745,1,9500.0,2024-06,6907.0,10,South,0.0,8,3,audio,157.86958242628143,6907.0,2435.13
1707,2023-09-03 16:23:00,8,P135,C0335,1,12000.0,2023-09,8606.0,6,East,0.0,14,5,printers,855.548846757638,8606.0,2538.45
1708,2024-07-29 16:31:00,2,P137,C0843,5,11000.0,2024-07,1422.0,11,East,0.0,15,5,printers,817.8243126262419,7110.0,3072.18
1709,2025-05-07 20:07:00,7,P120,C0717,1,1500.0,2025-05,1029.0,2,West,0.0,6,2,smartphones,41.155580383863374,1029.0,429.84
1710,2023-12-02 20:05:00,1,P131,C0930,1,360000.0,2023-12,218747.0,2,West,0.0,12,4,cameras,9675.276073619632,218747.0,131577.72
1711,2024-08-08 20:04:00,5,P120,C1058,3,4500.0,2024-08,1029.0,6,East,0.0,6,2,smartphones,0.0,3087.0,1413.0
1712,2025-04-21 18:34:00,3,P100,C0688,1,125000.0,2025-04,87901.0,4,East,0.0,1,1,computers,0.0,87901.0,37099.0
1713,2024-11-30 20:18:00,2,P126,C0121,1,24000.0,2024-11,17991.0,9,South,0.0,8,3,audio,1086.929422548121,17991.0,4922.07
1714,2023-04-01 15:47:00,2,P136,C0994,3,7500.0,2023-04,1606.0,5,South,0.0,15,5,printers,604.2386748051184,4818.0,2077.76
1715,2023-11-11 10:23:00,3,P127,C1102,1,9500.0,2023-11,6907.0,5,South,0.0,8,3,audio,392.2875245794188,6907.0,2200.71
1716,2025-05-04 19:06:00,2,P136,C0868,3,7500.0,2025-05,1606.0,10,South,0.0,15,5,printers,791.6300628814499,4818.0,1890.37
1717,2023-06-21 13:04:00,2,P115,C0519,1,230000.0,2023-06,161913.0,3,East,0.0,5,2,smartphones,7317.96568120736,161913.0,60769.03
1718,2025-06-12 19:42:00,3,P118,C0991,2,7000.0,2025-06,2473.0,6,East,0.0,6,2,smartphones,365.2239448751077,4946.0,1688.78
1719,2023-07-31 10:39:00,2,P125,C0225,1,4500.0,2023-07,3086.0,3,East,0.0,7,3,audio,0.0,3086.0,1414.0
1720,2024-01-23 15:05:00,9,P120,C0342,3,4500.0,2024-01,1029.0,10,South,0.0,6,2,smartphones,0.0,3087.0,1413.0
1721,2025-07-04 19:44:00,4,P118,C0243,1,3500.0,2025-07,2473.0,3,East,0.0,6,2,smartphones,204.12545470943692,2473.0,822.87
1722,2025-11-29 10:01:00,1,P133,C0583,1,45000.0,2025-11,32905.0,3,East,0.0,13,5,printers,4092.911748927039,32905.0,8002.09
1723,2024-07-06 10:44:00,4,P120,C0084,2,3000.0,2024-07,1029.0,11,East,0.0,6,2,smartphones,122.55825752908348,2058.0,819.44
1724,2024-03-07 10:01:00,9,P128,C0616,1,58000.0,2024-03,37743.0,10,South,0.0,10,4,cameras,784.1814409656733,37743.0,19472.82
1725,2023-06-01 16:07:00,2,P105,C0391,1,85000.0,2023-06,52017.0,3,East,0.0,2,1,computers,1353.821932054541,52017.0,31629.18
1726,2023-06-23 10:38:00,3,P119,C0161,3,8400.0,2023-06,1695.0,11,East,0.0,6,2,smartphones,267.2648335745297,5085.0,3047.74
1727,2023-02-09 10:38:00,2,P130,C0094,1,130000.0,2023-02,83075.0,2,West,0.0,12,4,cameras,4074.8598879103283,83075.0,42850.14
1728,2023-11-27 17:56:00,3,P109,C0910,1,42000.0,2023-11,31127.0,1,North,0.0,3,1,computers,1052.6582278481012,31127.0,9820.34
1729,2023-01-18 11:51:00,7,P129,C0484,1,68000.0,2023-01,46007.0,11,East,0.0,10,4,cameras,1204.741258741259,46007.0,20788.26
1730,2023-04-30 20:13:00,1,P125,C0572,2,9000.0,2023-04,3086.0,3,East,0.0,7,3,audio,177.9827896738043,6172.0,2650.02
1731,2024-04-26 09:09:00,1,P116,C0865,1,145000.0,2024-04,90588.0,6,East,0.0,5,2,smartphones,10648.466606713528,90588.0,43763.53
1732,2024-08-25 12:44:00,5,P133,C0534,1,45000.0,2024-08,32905.0,12,East,0.0,13,5,printers,3218.792654175456,32905.0,8876.21
1733,2023-02-01 20:36:00,2,P106,C1182,1,320000.0,2023-02,198987.0,3,East,0.0,2,1,computers,8809.462494385387,198987.0,112203.54
1734,2024-07-15 19:15:00,9,P100,C0159,1,125000.0,2024-07,87901.0,10,South,0.0,1,1,computers,2760.2850708557617,87901.0,34338.71
1735,2025-11-27 16:25:00,5,P136,C0534,1,2500.0,2025-11,1606.0,12,East,0.0,15,5,printers,227.38398605150218,1606.0,666.62
1736,2024-09-10 10:07:00,1,P109,C0709,1,42000.0,2024-09,31127.0,10,South,0.0,3,1,computers,489.8663484486874,31127.0,10383.13
1737,2024-05-05 15:42:00,8,P121,C0647,2,1600.0,2024-05,526.0,6,East,0.0,6,2,smartphones,40.95361820160809,1052.0,507.05
1738,2024-04-10 14:10:00,5,P126,C0251,1,24000.0,2024-04,17991.0,2,West,0.0,8,3,audio,408.8167539267016,17991.0,5600.18
1739,2025-02-27 12:15:00,1,P123,C0706,1,9500.0,2025-02,7113.0,3,East,0.0,7,3,audio,0.0,7113.0,2387.0
1740,2023-08-12 12:52:00,4,P125,C0116,3,13500.0,2023-08,3086.0,5,South,0.0,7,3,audio,157.5670783645656,9258.0,4084.43
1741,2023-01-23 14:56:00,4,P112,C0718,1,38000.0,2023-01,25796.0,4,East,0.0,4,2,smartphones,1597.6924318218494,25796.0,10606.31
1742,2024-09-27 18:02:00,8,P125,C0405,2,9000.0,2024-09,3086.0,12,East,0.0,7,3,audio,109.07977963680881,6172.0,2718.92
1743,2025-12-07 14:28:00,6,P119,C1198,3,8400.0,2025-12,1695.0,12,East,0.0,6,2,smartphones,498.8837730384053,5085.0,2816.12
1744,2023-05-13 13:55:00,9,P136,C0494,2,5000.0,2023-05,1606.0,6,East,0.0,15,5,printers,616.8677294269711,3212.0,1171.13
1745,2025-06-15 12:27:00,1,P109,C0317,1,42000.0,2025-06,31127.0,6,East,0.0,3,1,computers,990.873786407767,31127.0,9882.13
1746,2023-06-19 19:29:00,2,P134,C1012,1,28000.0,2023-06,17855.0,12,East,0.0,14,5,printers,3251.1771013006387,17855.0,6893.82
1747,2025-01-06 17:49:00,7,P118,C1141,1,3500.0,2025-01,2473.0,8,West,0.0,6,2,smartphones,111.15525532402106,2473.0,915.84
1747,2025-01-06 17:49:00,7,P118,C1141,1,3500.0,2025-01,2473.0,8,West,0.0,6,2,smartphones,201.75291962445613,2473.0,825.25
1748,2023-04-02 14:11:00,1,P136,C1121,1,2500.0,2023-04,1606.0,10,South,0.0,15,5,printers,201.41289160170612,1606.0,692.59
1749,2023-08-08 17:08:00,1,P120,C0393,1,1500.0,2023-08,1029.0,1,North,0.0,6,2,smartphones,109.4515358444128,1029.0,361.55
1750,2024-04-06 15:23:00,1,P125,C0761,2,9000.0,2024-04,3086.0,12,East,0.0,7,3,audio,153.3062827225131,6172.0,2674.69
1751,2023-03-04 15:31:00,4,P125,C0883,1,4500.0,2023-03,3086.0,3,East,0.0,7,3,audio,73.98842476094616,3086.0,1340.01
1752,2024-01-12 14:36:00,1,P119,C1138,1,2800.0,2024-01,1695.0,9,South,0.0,6,2,smartphones,0.0,1695.0,1105.0
1753,2024-04-20 10:10:00,1,P110,C0769,1,24000.0,2024-04,15039.0,4,East,0.0,3,1,computers,553.2609937178755,15039.0,8407.74
1754,2025-09-13 11:29:00,5,P136,C0536,1,2500.0,2025-09,1606.0,11,East,0.0,15,5,printers,207.74483483132954,1606.0,686.26
1755,2023-10-02 09:51:00,10,P118,C0407,1,3500.0,2023-10,2473.0,1,North,0.0,6,2,smartphones,155.89369769874477,2473.0,871.11
1756,2025-03-15 11:56:00,11,P118,C0058,2,7000.0,2025-03,2473.0,3,East,0.0,6,2,smartphones,160.79519934821437,4946.0,1893.2
1757,2025-10-15 17:07:00,3,P125,C1176,1,4500.0,2025-10,3086.0,3,East,0.0,7,3,audio,119.93419248697559,3086.0,1294.07
1758,2023-11-19 14:40:00,8,P112,C0401,1,38000.0,2023-11,25796.0,1,North,0.0,4,2,smartphones,2358.501963153126,25796.0,9845.5
1759,2024-09-12 12:58:00,5,P118,C0123,3,10500.0,2024-09,2473.0,12,East,0.0,6,2,smartphones,439.036904469814,7419.0,2641.96
1760,2024-11-22 19:09:00,2,P120,C0193,2,3000.0,2024-11,1029.0,9,South,0.0,6,2,smartphones,206.16668355309818,2058.0,735.83
1761,2025-07-29 13:37:00,2,P120,C0519,1,1500.0,2025-07,1029.0,3,East,0.0,6,2,smartphones,87.48233773261582,1029.0,383.52
1762,2024-09-17 15:32:00,5,P118,C1027,2,7000.0,2024-09,2473.0,10,South,0.0,6,2,smartphones,292.69126964654265,4946.0,1761.31
1763,2024-04-04 10:34:00,5,P108,C0513,1,48000.0,2024-04,31082.0,8,West,0.0,3,1,computers,1106.521987435751,31082.0,15811.48
